,label,message
1165,ham,well im computerless time to make some oreo truffles
1166,ham,haha yeah i see that now be there in a sec
1167,ham,i am not having her number sir
1168,ham,lol now i m after that hot air balloon
1169,ham,ok now i am in bus if i come soon i will come otherwise tomorrow
1170,ham,msgs r not time pass they silently say that i am thinking of u right now and also making u think of me at least a moment gd nt swt drms shesil
1171,ham,yeah we can probably swing by once my roommate finishes up with his girl
1172,spam,got what it takes take part in the wrc rally in oz u can with lucozade energy text rally le to see packs or lucozade co uk wrc itcould be u
1173,ham,happy new years melody
1174,ham,dun need to pick ur gf
1175,ham,yay you better not have told that to other girls either
1176,ham,horrible u eat macs eat until u forgot abt me already rite u take so long reply i thk it s more toot than so b prepared now wat shall i eat
1177,ham,did he say how fantastic i am by any chance or anything need a bigger life lift as losing the will live do you think i would be the first person die from n v q
1178,ham,just nw i came to hme da
1179,ham,i m outside islands head towards hard rock and you ll run into me
1180,ham,to day class is there are no class
1181,ham,i m in chennai velachery
1182,ham,you flippin your shit yet
1183,ham,k give me a sec breaking a lt gt at cstore
1184,ham,am i that much bad to avoid like this
1185,ham,yo you around just got my car back
1186,ham,annoying isn t it
1187,ham,goodmorning today i am late for lt gt min
1188,ham,there s no point hangin on to mr not right if he s not makin u happy
1189,ham,all will come alive better correct any good looking figure there itself
1190,ham,in that case i guess i ll see you at campus lodge
1191,ham,we re done
1192,ham,come to my home for one last time i wont do anything trust me
1193,ham,i was up all night too worrying about this appt it s a shame we missed a girls night out with quizzes popcorn and you doing my hair
1194,spam,sex up ur mobile with a free sexy pic of jordan just text babe to then every wk get a sexy celeb pocketbabe co uk more pics wk
1195,ham,ok c ya
1196,spam,you have new voicemail please call
1197,ham,what he said is not the matter my mind saying some other matter is there
1198,ham,he also knows about lunch menu only da i know
1199,ham,al he does is moan at me if n e thin goes wrong its my fault al de arguments r my fault fed up of him of himso y bother hav thanx xx
1200,ham,neft transaction with reference number lt gt for rs lt decimal gt has been credited to the beneficiary account on lt gt at lt time gt lt gt
1201,ham,otherwise had part time job na tuition
1202,ham,i know she called me
1203,ham,me also da i feel yesterday night wait til night dear
1204,ham,thanks for understanding i ve been trying to tell sura that
1205,spam,win a year supply of cds a store of ur choice worth enter our weekly draw txt music to ts cs www ldew com
1206,ham,the whole car appreciated the last two dad and are having a map reading semi argument but apart from that things are going ok p
1207,spam,as a sim subscriber you are selected to receive a bonus get it delivered to your door txt the word ok to no to claim msg exp
1208,ham,i need you to be in my strong arms
1209,ham,also maaaan are you missing out
1210,ham,his bday real is in april
1211,ham,guessin you ain t gonna be here before
1212,ham,ok then i will come to ur home after half an hour
1213,ham,yo the game almost over want to go to walmart soon
1214,ham,yeah probably but not sure ilol let u know but personally i wuldnt bother then again if ur goin to then i mite as well
1215,ham,i ll text now all creepy like so he won t think that we forgot
1216,ham,that would be good i ll phone you tomo lunchtime shall i to organise something
1217,spam,you have new voicemail please call
1218,ham,damn can you make it tonight or do you want to just wait til tomorrow
1219,ham,k k i m also fine when will you complete the course
1220,ham,true it is passable and if you get a high score and apply for phd you get of salary so it makes life easier
1221,spam,no nokia tone ur mob every week just txt nok to tone free so get txtin now and tell ur friends tone reply hl
1222,ham,prakesh is there know
1223,ham,teach me apps da when you come to college
1224,ham,rofl betta invest in some anti aging products
1225,spam,you are a winner u have been specially selected receive cash or a holiday flights inc speak to a live operator claim
1226,ham,sir you will receive the account no another time sorry for the delay
1227,spam,reply with your name and address and you will receive by post a weeks completely free accommodation at various global locations www com ph
1228,ham,so ll be submitting da project tmr rite
1229,spam,free entry into our weekly comp just send the word enter to now t c www textcomp com cust care
1230,ham,jus ans me lar u ll noe later
1231,ham,i want to send something that can sell fast lt gt k is not easy money
1232,ham,have got few things to do may be in pub later
1233,ham,s finish meeting call me
1234,ham,lol ok i ll snatch her purse too
1235,ham,hello drivby edrunk sorry iff pthis makes no senrd dnot no how dancce drum n basq ihave fun x ros xxxxxxx
1236,ham,your opinion about me over jada kusruthi lovable silent spl character not matured stylish simple pls reply
1237,ham,how much are we getting
1238,ham,is ur paper in e morn or aft tmr
1239,ham,dear relieved of westonzoyland all going to plan this end too
1240,ham,hope you are having a great new semester do wish you the very best you are made for greatness
